InChIKey,SMILES,Mutagenicity_target
KXYNLLGPBDUAHW-UHFFFAOYSA-N,OCc1ccnc2ccccc12,0
OIVRGULNQNMYDV-UHFFFAOYSA-N,CN(C)C(=O)N(C)C=O,1
ODJDQMHTJOZHFO-UHFFFAOYSA-N,Cn1cnc2c(NO)ncnc21,1
AVUPZCWYUFGWKE-OWOJBTEDSA-N,N#Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1
LYNLFKVZHLIKRI-UHFFFAOYSA-N,OCc1ccc2cccc3c2c1-c1ccccc1-3,0
UIMOJFJSJSIGLV-REZTVBANSA-N,NC(=O)OCC1C(NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
STJXCDGCXVZHDU-UHFFFAOYSA-N,c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,1
QNYBOILAKBSWFG-UHFFFAOYSA-N,c1ccc(COCC2CO2)cc1,1
XOHZQGAYUHOJPR-UHFFFAOYSA-N,Nc1nc(-c2cccnc2)cs1,0
BOMIVRYJPJDQRT-UHFFFAOYSA-N,Cc1ccc(OC(=O)N(C)N=O)c(C)c1C,1
VXYNNEYZRYFXBG-UHFFFAOYSA-N,Cc1cccc2c1ccc1cc3ccccc3cc12,1
JLEJCNOTNLZCHQ-UHFFFAOYSA-N,COC(=O)C(C)Cl,1
SGUAFYQXFOLMHL-FZKQIMNGSA-N,C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,0
KQCXYYVZPUYXDQ-UHFFFAOYSA-N,CCN(CCCC(=O)O)N=O,1
WNVPZUAAKWXDNS-UHFFFAOYSA-N,CC(=O)OCc1cccc([N+](=O)[O-])c1,0
HJNQTKMCJWLPNJ-UHFFFAOYSA-N,CCc1cc2c(c3ccc4ccccc4c13)CCC2=O,1
YJWBWQWUHVXPNC-UHFFFAOYSA-N,COc1cc2c(cc1OC)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3,1
XQWOWMFNCZGEIT-UHFFFAOYSA-N,C[N+]1=CC=C(c2ccccc2)CC1,1
NETUTXOEXZMCFX-UHFFFAOYSA-N,C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45,1
HCWNFKHKKHNSSL-UHFFFAOYSA-N,CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O,0
NDDLLTAIKYHPOD-ZCXUNETKSA-N,Cc1cc(Cl)cc2c1C(=O)/C(=C1/Sc3cc(Cl)cc(C)c3C1=O)S2,0
LZNNOIOAISZOEX-UHFFFAOYSA-N,Cc1ccc(C)c2c3c(ccc12)C(O)C(O)C1OC31,1
KYJPMPXTXCFCRM-UHFFFAOYSA-N,Cc1ccc2cc3c(ccc4ccccc43)cc2c1,1
KCSOBOZCMQBPFM-UHFFFAOYSA-N,Nc1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,0
HUKBLXWCSKZXPO-UHFFFAOYSA-N,O=S(=O)(O)C1C(O)c2c(cc3ccc4cccc5ccc2c3c45)C(O)C1O,0
BTVBCAKHMZHLFR-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,1
CGKPGVZMSKVVOF-UHFFFAOYSA-N,O=[N+]([O-])CCl,1
NWZPKLJMJMZZEO-UHFFFAOYSA-N,Cn1c(N)nc2nc3ccccc3cc21,1
DIIFUCUPDHMNIV-UHFFFAOYSA-N,Cc1c2ccccc2cc2c1ccc1ccccc12,1
BSIIGUGKOPPTPZ-UHFFFAOYSA-N,ClCc1ccc(Br)cc1,0
LREBZIARNANHNE-UHFFFAOYSA-N,O=[N+]([O-])c1c2c(cc3c1ccc1ccccc13)C=CC(O)C2O,1
VQFWOOZJALLVRG-UHFFFAOYSA-N,Cc1cc2c(nc1NO)[nH]c1ccccc12,1
ZXOATMQSUNJNNG-VXGBXAGGSA-N,O=C(OC[C@H]1CO1)c1cccc(C(=O)OC[C@H]2CO2)c1,1
AGJGKJUQUHGXAD-UHFFFAOYSA-N,CN(C(=O)CCCCl)c1snc2ccccc12,0
MOHHQIRDSANJJN-UHFFFAOYSA-N,O=S(=O)(O)Oc1cccc2c1cc1ccc3cccc4ccc2c1c34,0
DUWOIFQHJVNIOF-RGVLZGJSSA-N,CC(/C=C(\C#N)c1ccc(Cl)c(Cl)c1)C(c1ccccc1)C(C#N)c1ccc(Cl)c(Cl)c1,1
CZVXEAWVGZTLON-UHFFFAOYSA-N,NN(Cc1ccccc1)Cc1ccccc1,0
AHCFYJDMZGBSLQ-UHFFFAOYSA-N,CC(C)C(=O)/N=c1\sn(C(=O)C(C)C)c2ccc([N+](=O)[O-])cc12,1
AVUYBPJIKGDENR-UHFFFAOYSA-N,NC(CSC(Cl)=C(Cl)Cl)C(=O)O,1
XTJBUPXVQDLXRF-UHFFFAOYSA-N,Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1
PBYJHBYYEJFZIL-UHFFFAOYSA-N,COc1ccc(CN(C)N=O)cc1,0
HWECMADGHQKSLK-UHFFFAOYSA-N,C=CC1(C)CCC2(C)C(C1)C(=O)CC1C3(C)CCCC12OC3=O,0
BMWPPNAUMLRKML-UWTATZPHSA-N,N#C[C@@H](Cl)Br,1
FAVRSRCRWWCBIQ-UHFFFAOYSA-N,O=C(O)C(Cl)=C(C(Cl)Cl)C(Cl)Cl,1
YWDZSKFLDHWNEP-RBUKOAKNSA-N,Cc1c2c(cc3ccccc13)-c1ccccc1[C@@H]1N[C@H]21,1
LMYVCXSKCQSIEQ-UHFFFAOYSA-N,Cc1cccc2ncccc12,1
FQYUMYWMJTYZTK-VIFPVBQESA-N,c1ccc(OC[C@H]2CO2)cc1,1
CSJWXUZYLMSMGA-UHFFFAOYSA-N,COC1=CC(=O)c2c(nc(C)c3c4c[nH]ccc-4nc23)C1=O,1
WAIWUONKPOXLDW-UHFFFAOYSA-N,O=C(NCO)c1ccc(Cl)cc1,0
HHXHJJOIZGRSCE-UHFFFAOYSA-N,Cc1cc2c(c3ccc4c(c13)C=CC(O)C4O)CCC2,1
CYXIKYKBLDZZNW-UHFFFAOYSA-N,FC(F)(F)CCl,0
OREQWMWYRYXCDF-UHFFFAOYSA-N,Nc1ccc(-c2ccc(Cl)cc2)cc1,1
AIXMKWLMVGVTGG-UHFFFAOYSA-N,CC(=O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,1
KYVBNYUBXIEUFW-UHFFFAOYSA-N,CN(C)C(=N)N(C)C,0
GFFQNEGBFFGLQG-UHFFFAOYSA-N,O=C1c2ccc3nc(-c4ccccc4)sc3c2C(=O)c2ccc3nc(-c4ccccc4)sc3c21,0
FHNINJWBTRXEBC-UHFFFAOYSA-N,Oc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2)cc1,1
MXHRCPNRJAMMIM-UHFFFAOYSA-N,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,0
FERJJDIFVVTDGQ-UHFFFAOYSA-N,Nc1cc(CCO)c(N)c([N+](=O)[O-])c1,1
OLZWCVXBLFZEHL-UHFFFAOYSA-N,COC(=O)C1=C(C)C(C(C)C)OC1=O,1
MJNYPLCGWXFYPD-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)O)cc1C(=O)O,0
RLLXVMVWNZJRGT-UHFFFAOYSA-N,Cc1c2c(c(C)c3ccccc13)-c1cccc3cccc-2c13,1
UUDPHSBAQDGNLA-UHFFFAOYSA-N,Cc1cc(C(=O)O)c2ncccc2c1,0
BILPUZXRUDPOOF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,0
JVHMUUUYNIPCPF-UHFFFAOYSA-N,Cc1cc(O)ccc1OP(=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O,0
RTAQQYCKZWXJOE-UHFFFAOYSA-N,CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,1
BXZVVICBKDXVGW-RQJHMYQMSA-N,OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,1
VPEADOQUOSTJLX-VMPITWQZSA-N,N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,0
NROCADYAOIPTKY-UHFFFAOYSA-N,Cc1cc2ccccc2c2ccc3c(c12)CCC3=O,1
WHIHIKVIWVIIER-UHFFFAOYSA-N,O=C(Cl)c1cccc(Cl)c1,1
PLMADUFDYDHKTB-UHFFFAOYSA-N,CC(C)(Br)C(=O)Nc1ccccc1,0
VUIITIODJYTTIV-UHFFFAOYSA-N,Nn1c2ccccc2c2cnccc21,1
MTFBJZBVIWMMQH-UHFFFAOYSA-N,CC(Br)C(Br)CCl,1
FJBQGRKYDQRFQC-UHFFFAOYSA-N,CCCOc1ccc(N)cc1N,1
IOJJROABOOBBCJ-UHFFFAOYSA-N,Cc1cc2ccccc2c2cc3c(cc12)C=CC(O)C3O,1
XUYMJJZDPPYHOJ-UHFFFAOYSA-N,CSCCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0
HWCJYOXMLADQQR-UHFFFAOYSA-N,C1=Cc2cc3cccc4ccc5ccc1c2c5c43,1
AZJIOEVMDIMLQX-UHFFFAOYSA-N,COc1c2ccc(O)cc2nc2occc12,0
REQIUGALNFLDSJ-SNAWJCMRSA-N,O=[N+]([O-])c1ccc(/C=C/c2cccc(Cl)c2)cc1,1
JWMLCCRPDOIBAV-UHFFFAOYSA-N,CSCCl,1
OMQHMQCZNLHYAG-UHFFFAOYSA-N,Cc1ccc(NO)cc1C,1
UJUUQKOWULNFNG-UHFFFAOYSA-N,Cc1cc(C)c2ccc3ccccc3c2c1,1
KLNNAILPTLKFOO-UHFFFAOYSA-N,O=Nn1cnc(CC(=O)NO)c1,1
DPZSNGJNFHWQDC-ONEGZZNKSA-N,N#C/C(N)=C(\N)C#N,0
YCPOZVAOBBQLRI-PHDIDXHHSA-N,CS(=O)(=O)OC[C@@H](O)[C@H](O)COS(C)(=O)=O,1
PJVVBVYEMMJZCY-UHFFFAOYSA-N,Cc1ccc2c(ccc3c4ccccc4ccc23)c1,1
OWYVEMZPTFNSJU-NVJOKUIPSA-N,Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,0
CVBXOARNTJWWLQ-UHFFFAOYSA-N,CCN(CCC#N)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,1
BOSJFUZJSJPPQY-UHFFFAOYSA-N,COP(=O)(OC)Oc1c(Cl)cc(C)cc1Cl,0
WASQBNCGNUTVNI-UHFFFAOYSA-N,Nc1cc(Cl)cc(Cl)c1O,0
JFASKOMZALMVIL-QZTJIDSGSA-N,Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,1
VSDYJUAGXAHWBC-UHFFFAOYSA-N,Clc1nncc2cnccc12,0
AJKRLFVGAWNBKP-UHFFFAOYSA-N,COC(=O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,1
ROWKJAVDOGWPAT-GSVOUGTGSA-N,CC(=O)[C@@H](C)O,0
VPNYHHBCMOYPCJ-UHFFFAOYSA-N,COc1c2cc3c(cc2nc2occc12)OCO3,1
JDPAVWAQGBGGHD-UHFFFAOYSA-N,C1=Cc2c3ccccc3cc3cccc1c23,1
IRTYFKFEHWLYEZ-UHFFFAOYSA-N,CCCCC(=O)n1ncc(Cl)c(Cl)c1=O,0
NMZDNQIJZAERIO-ONEGZZNKSA-N,O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])o1,1
DXAQJFFBBWXAAL-UHFFFAOYSA-N,CCCCC(=O)/N=c1\sn(C(=O)CCCC)c2ccc([N+](=O)[O-])cc12,1
KNRVAYVZVIKHHL-UHFFFAOYSA-N,COc1cc(N)c(C)cc1N,0
SVRYJWKVKVSUSE-UHFFFAOYSA-N,COc1nncc2cnccc12,0
WRXCXOUDSPTXNX-UHFFFAOYSA-N,Cn1cnc2c(N)ncnc21,1
WHYXKCAJZXMKCC-UHFFFAOYSA-N,Cc1nc2ccc(N(C)C)c(C)c2nc1C,1
QIZKXBATUXLXTQ-UHFFFAOYSA-N,O=[N+]([O-])c1cc2c3ccccc3sc2c2ccccc12,1
SSNDLPNRDZIPAB-UHFFFAOYSA-N,CCCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,0
APKPPHZLBGKBAJ-UHFFFAOYSA-N,CC(C)C(=O)Nc1snc2cc(Cl)ccc12,0
OZDGMOYKSFPLSE-VKHMYHEASA-N,C[C@H]1CN1,1
WYUCDVXYCQOKMM-UHFFFAOYSA-N,CC(=O)Nc1snc2c(Cl)cc(Cl)cc12,0
NQIWMSPHPTXZOA-UHFFFAOYSA-N,Oc1cccc2ccc3[nH]c4ccc5ccccc5c4c3c12,0
IUTJYHSRMXYBAA-LJFOGHRTSA-N,O=C(/C=C/c1ccc([N+](=O)[O-])o1)N/N=C/c1ccc([N+](=O)[O-])o1,1
BZMRNEWNOBBZCH-UHFFFAOYSA-N,CCOc1ccc(NO)cc1,1
XFUOBHWPTSIEOV-WYUUTHIRSA-N,O=C(OC[C@H]1CO1)[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CO1,1
LMNSFGGRBHRGSN-UHFFFAOYSA-N,OC1c2ccccc2-c2ccc3ccccc3c2C1O,0
KZVVLISYICITEA-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,1
ZDSMLAYSJRQEGM-UHFFFAOYSA-N,OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1
SONNWYBIRXJNDC-SECBINFHSA-N,CNC[C@@H](O)c1cccc(O)c1,0
ILJRPHVFFPPMOZ-UHFFFAOYSA-N,NC(CSC(F)(F)C(Cl)Cl)C(=O)O,0
FXFSGALQLLEBJD-UHFFFAOYSA-N,COc1ccc2[nH]c(N)nc2c1,0
CYNUMZCJGCZYTD-DIKOWXHZSA-N,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,1
FLDHIRRXGKLJDM-HWKANZROSA-N,NC(CCS/C(Cl)=C/Cl)C(=O)O,1
XHHMVRDFRFEWKO-UHFFFAOYSA-N,CCOC(=O)C[n+]1csc2ccccc21,0
UBYQOQMCSPXBEG-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2c1-c1ccc3ccc4cccc5cc-2c1c3c45,1
WUSMTEDKVPWFDN-UHFFFAOYSA-N,O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,0
OSKRAISUPBTHCP-UHFFFAOYSA-N,C1=Cc2c3ccc4ccccc4c3cc3cccc1c23,1
AWMVMTVKBNGEAK-MRVPVSSYSA-N,c1ccc([C@H]2CO2)cc1,1
VJGUBCUGFXDMEX-UHFFFAOYSA-N,CN(C)CCCNc1c2ccccc2nc2ccccc12,1
QTCRJMWMGZQPMN-UHFFFAOYSA-N,C1=Cc2c3ccccc3cc3cc4ccccc4c1c23,1
DDMOUSALMHHKOS-UHFFFAOYSA-N,FC(F)(Cl)C(F)(F)Cl,0
FWYSBEAFFPBAQU-UHFFFAOYSA-N,CC(C)(O)C1Cc2cc3ccc(=O)oc3cc2O1,1
HOVSOVGOGGZFRH-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2nscc2c1,1
TWMLBTXFCAIQRJ-UHFFFAOYSA-N,Fc1cc(F)c2ncccc2c1,1
TVKZDKSHNITMRZ-UHFFFAOYSA-N,CCNc1cccc(O)c1,1
CKRNPDKZKRGKBN-UHFFFAOYSA-N,COc1cccc2c1OC1(C)OOC21C,1
QYFQSQCBYZOECM-UHFFFAOYSA-N,Cn1c(NO)nc2c3cccnc3ccc21,1
HCPJEHJGFKWRFM-UHFFFAOYSA-N,Cc1ccc(N)c(O)c1,1
XMMYSZBPSFQXDL-FCHUYYIVSA-N,c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1[C@H]1O[C@@H]21,1
ZWNSJLOCNGQCRD-UHFFFAOYSA-N,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,0
VVBJNJFYBCLUAH-MRVPVSSYSA-N,C=C[C@@H](O)c1ccc2c(c1)OCO2,0
ACFXRTVRTJDJSS-UHFFFAOYSA-N,CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,1
FIHHAYPYTDZJBL-UHFFFAOYSA-N,CC(=O)ON(C(C)=O)c1ccccc1C,0
LTFVELCIFWEGGA-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1ccc(N)cc1,0
QDBKUTUYPSNUHG-UHFFFAOYSA-N,CC[N+]([O-])(CC)CCn1nc2c3c(c(CO)ccc31)Sc1cc(Cl)ccc1-2,1
BJIOGJUNALELMI-ARJAWSKDSA-N,C/C=C\c1ccc(O)c(OC)c1,0
IFZHGQSUNAKKSN-UHFFFAOYSA-N,CCN(N)CC,0
XEDZOKHSJROQER-UHFFFAOYSA-N,O=C(O)C1OC(Oc2ccc3cc4ccc5cccc6ccc(c3c2)c4c56)C(O)C(O)C1O,0
BVOCAILAAUHOPC-UHFFFAOYSA-N,CC1(c2ccccc2)/C(=N/c2ccccc2)c2ccccc2N1O,0
FZNCGRZWXLXZSZ-SPFKKGSWSA-N,OCC(CO)N[C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O,0
PHMNXPYGVPEQSJ-UIISKDMLSA-N,CC(=O)O[C@H]1C[C@H](C)O[C@@H](C)O1,1
MZAHPGKVGDZXSH-UHFFFAOYSA-N,O=C1C=CC(=C(Cl)Cl)O1,1
ZJHKJUCBLHAARE-UHFFFAOYSA-N,ClC(Cl)=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
PUXXWDDOFZDXKH-XLIONFOSSA-N,c1cc2ccc3cc4c(c5ccc(c1)c2c35)CC[C@H]1O[C@@H]41,1
NSWBTWAHSWWHDN-UHFFFAOYSA-N,O=NN1CCC(Cl)CC1,1
CBCQWVQNMGNYEO-UHFFFAOYSA-N,ONc1[nH]cnc2ncnc1-2,1
NLBIGNMWLDESFD-UHFFFAOYSA-N,c1ccc2c(c1)cc1ccc3cccc4ncc2c1c34,1
UIXPTCZPFCVOQF-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(C)=CC1=O,0
SGHQDINYPPBLCI-UHFFFAOYSA-N,Nc1c2ccccc2nc2ccc(Br)cc12,1
CJSZWOGCKKDSJG-UHFFFAOYSA-N,O=[N+]([O-])C1CCCC1,1
RGRZSVDHEQPAMK-UHFFFAOYSA-N,NNc1nncc2ccncc12,1
JPQAYGXNGGHZAG-UHFFFAOYSA-N,O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,0
TWGHMXOYRUTQOL-UHFFFAOYSA-N,COc1ccc2c(OC)c3ccoc3nc2c1,1
XTBLDMQMUSHDEN-UHFFFAOYSA-N,Nc1cc2ccccc2cc1N,1
UBVHBTLDPUYTDO-UHFFFAOYSA-N,O=C1CCC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O,1
DVAGODIJCZDNNQ-UHFFFAOYSA-N,CC(C)(C)c1ccc(-c2ccc(NO)cc2)cc1,1
MNVPEHHHGCEGFZ-UHFFFAOYSA-N,N#[N+][N-]CC(O)C[N-][N+]#N,1
SIVDBALHJJBGLN-UHFFFAOYSA-N,COCCN(CCOC)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,1
MCHDHQVROPEJJT-UHFFFAOYSA-N,FC(F)(F)c1ccc(CCl)cc1,0
FZOALBNXOKAOEW-UHFFFAOYSA-N,OC1C=Cc2c(ccc3ccccc23)C1O,1
SBPAFMRNDOFNLB-UHFFFAOYSA-N,Clc1c2ccccc2cc2c1ccc1ccccc12,1
ZKWGCQHPGYOCSV-AATRIKPKSA-N,COc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,1
ZLEHCLNLLVMAEK-JCMHNJIXSA-N,CC(/C=C(/C#N)c1ccc(Br)cc1)C(c1ccccc1)C(C#N)c1ccc(Br)cc1,0
GKIPXFAANLTWBM-VKHMYHEASA-N,BrC[C@H]1CO1,1
QUKHXYOCZZVRPT-UHFFFAOYSA-N,CCN(C(=O)CCCCl)c1snc2ccccc12,0
AVTORQFIRUDRMD-UHFFFAOYSA-N,CSCNc1ccccc1,1
SVDDJQGVOFZBNX-UHFFFAOYSA-N,O=C(Cl)OCCCl,0
CLLPLVBKGIPVRQ-UHFFFAOYSA-N,CC(C)C(=O)Nc1snc2ccccc12,0
CTKPHIBQMJQHOG-UHFFFAOYSA-N,CC(=O)OCc1ccccc1[N+](=O)[O-],0
WCVMKDUZFGWJAF-UHFFFAOYSA-N,O=C(c1ccccc1)C1OC1c1ccc(-c2ccccc2)cc1,0
YXVZYUMQWJWUIC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O,0
IWTQNTFCJNYJAZ-UHFFFAOYSA-N,COC(=O)C(CSCCBr)NC(C)=O,1
KGHGZRVXCKCJGX-UHFFFAOYSA-N,O=C(CBr)c1ccc(-c2ccccc2)cc1,1
QAAABKLXDAWWQD-UHFFFAOYSA-N,CC(=O)CC(=O)Nc1ccc(O)cc1,0
NMECCCMBJFTPJS-UHFFFAOYSA-N,O=C1c2ccccc2-c2ccc3ccc4ccccc4c3c21,0
FZFYFSUIOSWLHW-JCVRNPRVSA-N,C/C=C(\C=C(C)\C=C(C)\C=C\C=C(/C)C(=O)[C@@]12O[C@@H]1[C@](O)(CCO)NC2=O)C(=O)OC,1
BLEZPTWBEBVEJM-UHFFFAOYSA-N,CC(=O)N1CNC(=O)N(C(C)=O)C1=O,0
JOLCVJZULGERDC-UHFFFAOYSA-N,N#Cc1cc([N+](=O)[O-])ccc1N=Nc1ccc(N(CCO)CCO)cc1,1
PJLHTVIBELQURV-UHFFFAOYSA-N,C=CCCCCCCCCCCCCC,0
VQUZPUQZUDSQJM-UHFFFAOYSA-N,Cc1cccc2cccc([N+](=O)[O-])c12,1
BSWKCZZIOMRERZ-UHFFFAOYSA-N,ONc1ccc(N=Nc2ccccc2)cc1,1
FIWHJQPAGLNURC-LLVKDONJSA-N,CC(C)(C)CCCCCC(=O)OC[C@H]1CO1,1
XAEBXWHURXHOTE-UHFFFAOYSA-N,CCCC(=O)Nc1snc2cc(Cl)ccc12,0
AIHIHVZYAAMDPM-MRVPVSSYSA-N,O=[N+]([O-])c1cccc(S(=O)(=O)OC[C@H]2CO2)c1,1
UBAQDYYJIKENDK-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2nc3cccc([N+](=O)[O-])c3nc12,1
JUZKMSWUXZHLJZ-UHFFFAOYSA-N,ClCc1ccc2c(c1)-c1cccc3cccc-2c13,1
IDJOCJAIQSKSOP-UHFFFAOYSA-N,OCC(Cl)Cl,1
WDHKVMUDBRKMTR-UHFFFAOYSA-N,CC(=O)Nc1nc2c3cccnc3ccc2n1C,1
VESHVISPMHIZEL-UHFFFAOYSA-N,CC(C)(Br)C(Br)CCl,0
YJDFGVFSSDEVQT-UHFFFAOYSA-N,Cc1ccccc1-c1nc2ccccc2o1,0
OROGSEYTTFOCAN-OTIOCJJCSA-N,COc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0
LMLNXNLVGAZZPV-CVEARBPZSA-N,O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1[C@@H]1O[C@H]41,1
FHDAHNBPYOFJMC-UHFFFAOYSA-N,Nc1c(F)cc(-c2cc(F)c(N)c(F)c2)cc1F,1
YVOIDGBCPXTMEX-UHFFFAOYSA-N,Cc1cc(C)cc(N=Nc2c(O)ccc3ccccc23)c1,0
CDOSHBSSFJOMGT-JTQLQIEISA-N,C=C[C@](C)(O)CCC=C(C)C,0
JCHPXNSTFVJJLN-UHFFFAOYSA-N,CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1
ALLQMEDAYDKMIO-UHFFFAOYSA-N,COc1ccc2nc3occc3c(OC)c2c1,1
VZQJQFGSAAGNSI-UHFFFAOYSA-N,CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,0
LMVILOHJDARIKK-UHFFFAOYSA-N,CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,1
VGLPPIUHVIBHNG-UHFFFAOYSA-N,c1cnc2c3c(ccc2c1)C1OC1CC3,0
VIIAQKIYPFNYMB-UHFFFAOYSA-N,O=[N+]([O-])c1c(Cl)c(Cl)c2c(c1Cl)Oc1ccc(Cl)c(Cl)c1O2,1
ARJDXFBUKZADPX-UHFFFAOYSA-N,COCC12OOC1(C)c1ccccc1O2,1
FJWOOAVKTROJIP-UHFFFAOYSA-N,Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1
NHLZLIIJLTXSCJ-UHFFFAOYSA-N,Cc1ccc2c(C)c3ccccc3c(C)c2c1,1
SQBCSDZTDXLTLE-UHFFFAOYSA-N,Nc1snc2ccc([N+](=O)[O-])cc12,1
BCQZXOMGPXTTIC-SFOWXEAESA-N,FC(F)(F)[C@H](Cl)Br,0
UKTHULMXFLCNAV-QMMMGPOBSA-N,C=CCCCC[C@H]1CO1,1
OIAINWSBWXEQAN-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1-c1ccccc1,0
WZKBKKCKPZMGHV-UHFFFAOYSA-N,Cc1cc2c(cc1C)-c1ccccc1C2,0
XZWGJDANCSXBDW-UHFFFAOYSA-N,O=Nc1ccc2c(c1)Cc1ccccc1-2,1
KESAQCMKDBKYJD-UHFFFAOYSA-N,Cc1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O,1
QAWJAMQTRGCJMH-VIFPVBQESA-N,Cc1ccc([C@@H]2CO2)cc1,1
UFVDYITXJBCPMW-UHFFFAOYSA-N,N=C1CCC(=N)c2c1c(O)c1ccccc1c2O,1
OYOQHRXJXXTZII-UHFFFAOYSA-N,OC1c2cccc3ccc4c5ccccc5cc(c4c23)C1O,1
URKORCVBWWKYKY-UHFFFAOYSA-N,Oc1cc2cc3ccccc3c3ccc4cccc1c4c23,1
XJOOMMHNYOJWCZ-DZGCQCFKSA-N,CC1=C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1
QWCHTXRTHHPKLZ-UHFFFAOYSA-N,Oc1ccc2c(c1)-c1cc3cccc4ccc5ccc-2c1c5c43,1
WXDXQSMFRITTEJ-UHFFFAOYSA-N,C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1
WRZIEOPOACWKTF-UHFFFAOYSA-N,C1=Cc2ccc3c4c(ccc1c24)-c1ccccc1-3,1
PWYBEZFEEJBETN-UHFFFAOYSA-N,CCN(CC)c1ccc(-c2ccc(-c3ccc(N(CC)CC)cc3)cc2)cc1,1
ANUCHZVCBDOPOX-UHFFFAOYSA-N,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,1
OAPNFEMIOBGOHM-UHFFFAOYSA-N,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2c1,1
ABWAWRPQZPZRTD-UHFFFAOYSA-N,COc1cc2nc3ccccc3c(O)c2cc1OC,1
WFOGRPHQBIGTCH-ARJAWSKDSA-N,C/C(C=O)=C(/Cl)C(=O)O,1
WOIBRJNTTODOPT-UHFFFAOYSA-N,Cc1cc2ccccc2c2cc3ccccc3cc12,1
