InChIKey,SMILES,Hepatotoxicity_target
SUYRLXYYZQTJHF-UHFFFAOYSA-N,CCN(CC)CCS(=O)(=O)C1CCN2C(=O)c3coc(n3)CC(=O)CC(O)C=C(C)C=CCNC(=O)C=CC(C)C(C(C)C)OC(=O)C12,0
VDSBXXDKCUBMQC-UHFFFAOYSA-N,Cc1cc(C2=C(C=CC3CC(O)CC(=O)O3)C(C)(C)CC(C)(C)C2)ccc1F,1
POZRVZJJTULAOH-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,1
QWSHKNICRJHQCY-UHFFFAOYSA-N,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1.CCO,1
JWPGJSVJDAJRLW-UHFFFAOYSA-N,N=C(N)N1CCc2ccccc2C1,0
BOFQWVMAQOTZIW-UHFFFAOYSA-N,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,1
RPLCPCMSCLEKRS-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,0
KXGVEGMKQFWNSR-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0
AKUJBENLRBOFTD-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
FZWBNHMXJMCXLU-UHFFFAOYSA-N,O=CC(O)C(O)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1
FZNXAQMQVKBXDR-UHFFFAOYSA-N,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1.Cl.Cl,1
QPGGEKPRGVJKQB-UHFFFAOYSA-N,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,1
PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,0
MDNWOSOZYLHTCG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1
PJIHCWJOTSJIPQ-UHFFFAOYSA-N,NC(CSC(Cl)=CCl)C(=O)O,0
CURUTKGFNZGFSE-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0
MMOXZBCLCQITDF-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccc(C)c1,0
BOBLHFUVNSFZPJ-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
CXSJGNHRBWJXEA-UHFFFAOYSA-N,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,1
RBOXVHNMENFORY-UHFFFAOYSA-N,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,0
ILYCWAKSDCYMBB-UHFFFAOYSA-N,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,0
GZZZSOOGQLOEOB-UHFFFAOYSA-N,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,0
RYQOGSFEJBUZBX-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,1
XEYBRNLFEZDVAW-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,0
BREMLQBSKCSNNH-UHFFFAOYSA-M,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0
JYGLAHSAISAEAL-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,1
PWHROYKAGRUWDQ-UHFFFAOYSA-N,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1,1
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,c1ccc(-c2ccccc2)cc1,1
NOTIQUSPUUHHEH-UHFFFAOYSA-N,CCC(=O)OC1CCC2C3CCC4CC(=O)C(C)CC4(C)C3CCC12C,0
METQSPRSQINEEU-UHFFFAOYSA-N,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,0
IKXILDNPCZPPRV-UHFFFAOYSA-N,CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,0
OMFNSKIUKYOYRG-UHFFFAOYSA-N,CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,0
OEHFRZLKGRKFAS-UHFFFAOYSA-N,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,1
QXWYKJLNLSIPIN-UHFFFAOYSA-N,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,0
NIVDRJXCJCEFDD-UHFFFAOYSA-N,CC(C)(Oc1ccc(Cl)cc1)C(=O)Oc1ccc(Cl)cc1,1
JGMOKGBVKVMRFX-UHFFFAOYSA-N,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,1
MJJALKDDGIKVBE-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1
ZQHFZHPUZXNPMF-UHFFFAOYSA-N,NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,1
IWCWQNVIUXZOMJ-UHFFFAOYSA-N,CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2,0
XQSPYNMVSIKCOC-UHFFFAOYSA-N,Nc1nc(=O)n(C2CSC(CO)O2)cc1F,1
LZFZMUMEGBBDTC-UHFFFAOYSA-N,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,1
PJWPNDMDCLXCOM-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,1
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,1
JRURYQJSLYLRLN-UHFFFAOYSA-N,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,1
QDGZDCVAUDNJFG-UHFFFAOYSA-N,C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21,1
WXCXUHSOUPDCQV-UHFFFAOYSA-N,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,1
UCTWMZQNUQWSLP-UHFFFAOYSA-N,CNCC(O)c1ccc(O)c(O)c1,0
RINBGYCKMGDWPY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCC(F)(F)F)NS2(=O)=O,1
JUKPWJGBANNWMW-UHFFFAOYSA-N,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,1
MECHNRXZTMCUDQ-UHFFFAOYSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,0
QAMYWGZHLCQOOJ-UHFFFAOYSA-N,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4.CS(=O)(=O)O,1
QIALRBLEEWJACW-UHFFFAOYSA-N,CC(=O)OC1Cc2ccccc2N(C(N)=O)c2ccccc21,1
MTKNDAQYHASLID-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O,1
FHXBMXJMKMWVRG-UHFFFAOYSA-N,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,1
UOACKFBJUYNSLK-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,1
RSEPBGGWRJCQGY-UHFFFAOYSA-N,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,1
IIUMCNJTGSMNRO-UHFFFAOYSA-L,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)([O-])[O-].[Na+].[Na+],1
PROQIPRRNZUXQM-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,0
AVOLMBLBETYQHX-UHFFFAOYSA-N,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1
KGWDUNBJIMUFAP-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)O.NCCO,0
BFPYWIDHMRZLRN-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,1
RDHPKYGYEGBMSE-UHFFFAOYSA-N,CCBr,1
PAAZPARNPHGIKF-UHFFFAOYSA-N,BrCCBr,1
NOWKCMXCCJGMRR-UHFFFAOYSA-N,C1CN1,1
OGDVEMNWJVYAJL-UHFFFAOYSA-N,CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0
XILVEPYQJIOVNB-UHFFFAOYSA-N,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,1
XXRVYAFBUDSLJX-UHFFFAOYSA-N,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,1
GCKFUYQCUCGESZ-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,1
LIQODXNTTZAGID-UHFFFAOYSA-N,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OP(=O)(O)O,1
MNJVRJDLRVPLFE-UHFFFAOYSA-N,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0
ZVYVPGLRVWUPMP-UHFFFAOYSA-N,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2C(N)CC3,1
XEDWWPGWIXPVRQ-UHFFFAOYSA-N,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1
FTFRZXFNZVCRSK-UHFFFAOYSA-N,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1
XUFQPHANEAPEMJ-UHFFFAOYSA-N,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,1
BQSJTQLCZDPROO-UHFFFAOYSA-N,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,1
QRZAKQDHEVVFRX-UHFFFAOYSA-N,O=C(O)Cc1ccc(-c2ccccc2)cc1,1
IKFBPFGUINLYQI-UHFFFAOYSA-N,CCNC1C2CCC(C2)C1c1ccccc1,0
IDKAXRLETRCXKS-UHFFFAOYSA-N,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,1
APBSKHYXXKHJFK-UHFFFAOYSA-N,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,1
ASDCLYXOQCGHNT-UHFFFAOYSA-N,CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)O,1
RBBWCVQDXDFISW-UHFFFAOYSA-N,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1
WAAPEIZFCHNLKK-UHFFFAOYSA-N,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,1
SWZTYAVBMYWFGS-UHFFFAOYSA-N,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,1
APQPGQGAWABJLN-UHFFFAOYSA-N,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,1
UYGONJYYUKVHDD-UHFFFAOYSA-N,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,1
CPEUVMUXAHMANV-UHFFFAOYSA-N,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,1
ROYOYTLGDLIGBX-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0
AAXVEMMRQDVLJB-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,0
SYWHXTATXSMDSB-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,0
LPEPZBJOKDYZAD-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,1
NASXCEITKQITLD-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,1
JWRMHDSINXPDHB-UHFFFAOYSA-N,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,0
PPTYJKAXVCCBDU-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1
ARPYQKTVRGFPIS-UHFFFAOYSA-N,CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,1
NJDNXYGOVLYJHP-UHFFFAOYSA-L,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+],1
FAOZLTXFLGPHNG-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
NJMYODHXAKYRHW-UHFFFAOYSA-N,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
VIQCGTZFEYDQMR-UHFFFAOYSA-N,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
LRWSFOSWNAQHHW-UHFFFAOYSA-N,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
MYYIMZRZXIQBGI-UHFFFAOYSA-N,CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1
ZWOUXWWGKJBAHQ-UHFFFAOYSA-N,Cc1ccc2c(-c3ccc(F)cc3)nc(=O)n(C(C)C)c2c1,1
QOYHHIBFXOOADH-UHFFFAOYSA-N,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,1
MGNNYOODZCAHBA-UHFFFAOYSA-N,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,0
XTULMSXFIHGYFS-UHFFFAOYSA-N,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,0
YONOBYIBNBCDSJ-UHFFFAOYSA-N,CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)nc2)n1,0
OSVMTWJCGUFAOD-UHFFFAOYSA-N,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCC2=O,0
MLBVMOWEQCZNCC-UHFFFAOYSA-N,CC(C)CN(CC(OP(=O)(O)O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,1
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1
IECPWNUMDGFDKC-UHFFFAOYSA-N,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,1
TZDUHAJSIBHXDL-UHFFFAOYSA-N,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,1
HOBAELRKJCKHQD-UHFFFAOYSA-N,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,0
NJDRXTDGYFKORP-UHFFFAOYSA-N,CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,1
XUBOMFCQGDBHNK-UHFFFAOYSA-N,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1
HEMJJKBWTPKOJG-UHFFFAOYSA-N,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1
ZXJXZNDDNMQXFV-UHFFFAOYSA-M,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],0
SIGSPDASOTUPFS-UHFFFAOYSA-N,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,1
FPUXKXIZEIDQKW-UHFFFAOYSA-N,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,0
SQOJOAFXDQDRGF-UHFFFAOYSA-N,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,0
AMOGMTLMADGEOQ-UHFFFAOYSA-N,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O,0
LMEHVEUFNRJAAV-UHFFFAOYSA-N,CC1C(=O)OC2CC34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C21O,0
KDKROYXEHCYLJQ-UHFFFAOYSA-N,CC1C(=O)OC2C1C13OC4OC(=O)C(O)C45C(C(C)(C)C)C(O)C(OC1=O)C35C2O,0
LJIZUXQINHXGAO-UHFFFAOYSA-N,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1C=CC1CC(O)CC(=O)O1,1
BOVGTQGAOIONJV-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1
WIGIZIANZCJQQY-UHFFFAOYSA-N,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,1
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1
LLJFMFZYVVLQKT-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,0
ZKUDBRCEOBOWLF-UHFFFAOYSA-N,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,0
XLVXAUNDHWERBM-UHFFFAOYSA-N,COc1ccc2c(c1)c(CC(=O)NC(C=O)C(O)C(O)C(O)CO)c(C)n2C(=O)c1ccc(Cl)cc1,1
RWSXRVCMGQZWBV-UHFFFAOYSA-N,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,0
DHMQDGOQFOQNFH-UHFFFAOYSA-N,NCC(=O)O,0
QFWPJPIVLCBXFJ-UHFFFAOYSA-N,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,0
VPNYRYCIDCJBOM-UHFFFAOYSA-M,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],1
DDUHZTYCFQRHIY-UHFFFAOYSA-N,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1
LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1
GUTXTARXLVFHDK-UHFFFAOYSA-N,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
PAZQYDJGLKSCSI-UHFFFAOYSA-N,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,0
AIONOLUJZLIMTK-UHFFFAOYSA-N,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,0
DXVUYOAEDJXBPY-UHFFFAOYSA-N,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,1
CWSZBVAUYPTXTG-UHFFFAOYSA-N,COC1C(CO)OC(OCC2OC(OC3C(CO)OC(C)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2OCCO)C(O)C1O,0
RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0
LZYXPFZBAZTOCH-UHFFFAOYSA-N,CCCCCCOC(=O)CCC(=O)CN.Cl,0
UYXAWHWODHRRMR-UHFFFAOYSA-N,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,0
DKLKMKYDWHYZTD-UHFFFAOYSA-N,CC(CNC1CCCCC1)OC(=O)c1ccccc1,0
FUFVKLQESJNNAN-UHFFFAOYSA-M,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],0
FWFVLWGEFDIZMJ-UHFFFAOYSA-N,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0
ALEXXDVDDISNDU-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
BMCQMVFGOVHVNG-UHFFFAOYSA-N,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
DLVOSEUFIRPIRM-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1
FOGXJPFPZOHSQS-UHFFFAOYSA-N,CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
RYJIRNNXCHOUTQ-UHFFFAOYSA-L,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],1
HHZQLQREDATOBM-UHFFFAOYSA-M,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],1
FZCHYNWYXKICIO-UHFFFAOYSA-N,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
DMDGGSIALPNSEE-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,1
DOMWKUIIPQCAJU-UHFFFAOYSA-N,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0
ZJVFLBOZORBYFE-UHFFFAOYSA-N,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,0
CYWFCPPBTWOZSF-UHFFFAOYSA-N,CC(C)Cc1ccc(CC(=O)O)cc1,1
BYPIURIATSUHDW-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)NO)cc1,1
ZSKVGTPCRGIANV-UHFFFAOYSA-N,CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,1
QZIQORUGXBPDSU-UHFFFAOYSA-N,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,1
QCCHBHSAIQIQGO-UHFFFAOYSA-N,O=C1NC(=O)C2(N1)c1cc(F)ccc1-c1ccc(F)cc12,1
NXNSCUZKMVYAJQ-UHFFFAOYSA-N,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl,0
JFVXEJADITYJHK-UHFFFAOYSA-L,O=C1C(c2[nH]c3ccc(S(=O)(=O)[O-])cc3c2O)=Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+],0
NUBQKPWHXMGDLP-UHFFFAOYSA-N,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O.O=S(=O)(O)O,1
MOFVSTNWEDAEEK-UHFFFAOYSA-M,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21.[Na+],0
UYIPQECISAQMIU-UHFFFAOYSA-N,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNCC(O)C(O)C(O)C(O)CO,1
OKJPEAGHQZHRQV-UHFFFAOYSA-N,IC(I)I,1
AFLDFEASYWNJGX-UHFFFAOYSA-N,CC(C)NC(C)Cc1ccc(I)cc1.Cl,0
NJKDOADNQSYQEV-UHFFFAOYSA-N,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1
LHLMOSXCXGLMMN-UHFFFAOYSA-M,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],1
PLIGPBGDXASWPX-UHFFFAOYSA-N,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,1
NYMGNSNKLVNMIA-UHFFFAOYSA-N,CC(C)NNC(=O)c1ccncc1,1
YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
FTCYIGBVOHNHCD-UHFFFAOYSA-N,CC(C)Nc1ncccn1,1
UDIIBEDMEYAVNG-UHFFFAOYSA-N,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,1
XVQUOJBERHHONY-UHFFFAOYSA-N,CNC(C)CCC=C(C)C,0
MOYKHGMNXAOIAT-UHFFFAOYSA-N,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1
NLUFDZBOHMOBOE-UHFFFAOYSA-M,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1.[Na+],0
OQJBSDFFQWMKBQ-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,0
ACRHBAYQBXXRTO-UHFFFAOYSA-N,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,1
PURKAOJPTOLRMP-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,1
XIKRQPKFOKKGGW-UHFFFAOYSA-N,COC1=Cc2ccccc2C(=CC(=O)O)c2ccsc21,1
LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1
PWAJCNITSBZRBL-UHFFFAOYSA-N,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,0
XMAYWYJOQHXEEK-UHFFFAOYSA-N,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1
QNAYBMKLOCPYGJ-UHFFFAOYSA-N,CC(N)C(=O)O,0
JTEGQNOMFQHVDC-UHFFFAOYSA-N,Nc1ccn(C2CSC(CO)O2)c(=O)n1,1
GXESHMAMLJKROZ-UHFFFAOYSA-N,Oc1ccc2c(c1)CCC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,1
