InChIKey,SMILES,Respiratory_target
unknown,C[C@H](CO)n1nc(-c2ccccc2)ccc1=O,1
unknown,C[C@H]1CC[C@@H]2CN(CCO)C[C@H]2C1,1
unknown,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@@H](C[C@@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]7O)CC[C@@]6(C)[C@H]5CC[C@]43C)N2C1,1
unknown,C[C@H]1CC[C@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@@H]5CC[C@@]43C)N2C1,1
unknown,C[C@H]1CO[C@](C)(c2ccc(Cl)cc2)O1,0
unknown,C[C@H]1SC2(CCN(C(=O)[C@H]3COc4ccccc4O3)CC2)N(c2ccccc2)C1=O,1
unknown,C[C@]1(N2CCCCC2)C(=O)Nc2ccccc21,1
unknown,C[C@]1(c2ccccc2)OC[C@H](COC(N)=O)O1,0
unknown,Cc1cc(C)c([C@@]2(C)OC[C@@H](COC(N)=O)O2)c(C)c1,0
unknown,Cc1ccc(C[C@H](CO)N2CCCCC2)cc1,1
unknown,Cc1ccc(OC[C@@](C)(O)CO)cc1,0
unknown,Cc1ccc(S(=O)(=O)NC(=O)N2C[C@@H]3CC[C@@](C)(C2)C3(C)C)cc1,0
unknown,Cc1cccc(C)c1N1C(=O)C[C@H](N2C(=O)CCC2=O)C1=O,1
unknown,Cc1cccc(N2C(=O)C[C@H](N3C(=O)CCC3=O)C2=O)c1,0
unknown,Cc1cccc(OC[C@@](C)(O)CO)c1,0
unknown,Cc1ccccc1OC[C@@H](COC(=O)c1cccnc1)OC(=O)c1cccnc1,0
unknown,Cc1nc2ccccc2c(=O)n1[C@H]1CCC(=O)N(c2ccc(C(=O)O)cc2)C1=O,1
unknown,Clc1ccc(N2N=NC[C@H]2c2ccncc2)cc1,0
unknown,Cn1c(=O)c2c(ncn2CC[S@@](=O)Cc2ccccc2)n(C)c1=O,1
unknown,Cn1c(=O)c2c(ncn2C[C@H](O)CN(Cc2ccccc2)Cc2ccccc2)n(C)c1=O,1
unknown,Cn1c2c(c3ccccc31)CCN1CN3CCCC[C@@H]3[C@H]21,1
unknown,Cn1c2c(c3ccccc31)CCN1[C@@H]2[C@H]2CCCCN2[C@H]1c1ccccc1,1
unknown,Cn1c2c(c3ccccc31)CCN[C@@H]2[C@H]1CCCCN1,1
unknown,NC(=O)NC(=O)[C@@H]1CC(=O)O[C@@H]1c1ccccc1,0
unknown,NC(=O)NC(=O)[C@]1(c2ccccc2)CCC(=O)O1,0
unknown,NC(=O)OC[C@@H](O)COc1ccc2c(c1)CCCC2,0
unknown,NC(=O)OC[C@@H]1CSC2(CCCCCC2)S1,0
unknown,NC(=O)OC[C@@H]1CSC2(CCCCCCCCCCC2)S1,0
unknown,NC(=O)OC[C@@H]1CSCC2(CCCC2)O1,0
unknown,NC(=O)[C@@H]1CC(=O)O[C@@H]1c1ccccc1,0
unknown,NC(=O)[C@@]1(c2ccccc2)CCC(=O)O1,0
unknown,NC[C@]1(N)CCCCc2ccccc21,1
unknown,O.O.O.Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314.Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,1
unknown,O=C(O[C@H]1CCN(Cc2ccccc2)C1)[C@@](O)(c1ccccc1)C1CCCC1,1
unknown,O=C1CS[C@H](c2ccc(Cl)cc2)N1n1c(-c2ccccc2)nc2ccccc2c1=O,1
unknown,O=C1CS[C@H](c2ccc(O)cc2)N1n1c(-c2ccccc2)nc2ccccc2c1=O,0
unknown,O=C1C[C@H](N2C(=O)CCC2=O)C(=O)N1c1ccccc1,0
unknown,O=C1C[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1c1ccccc1,1
unknown,O=C1[C@H]2CC=CC[C@H]2C(=O)N1C1CCC(OCCN2CCCC2)CC1,1
unknown,O=c1oc2ccc(Cl)cc2n1[C@@H](c1ccccc1)N1CCCCC1,1
unknown,OCC[C@@H](c1ccco1)N1CCCCC1,1
unknown,OC[C@H]1O[C@@H](n2ccc3c(O)ncnc32)[C@H](O)[C@H]1O,1
unknown,c1ccc2c(c1)OC[C@H](CN1CCCCCCC1)O2,1
unknown,C[C@H]1CC[C@H]2CN(C3CCCCC3)C[C@H]2C1,1
