InChIKey,SMILES,Cardiotoxicity-30_target
CHDSRMIDIQABTP-UHFFFAOYSA-N,COc1ccc(CC(=O)NCc2ccccc2-c2ccccc2C(=O)NCCc2cccnc2)cc1,1
QVXQKRAROJSQBS-UHFFFAOYSA-N,COc1ccc2c(=O)n(CC(CO)NCc3cccnc3)c(C#N)c(-c3ccccc3)c2c1,1
LWYNHLQFGJBUEK-UHFFFAOYSA-N,O=C(C1CCCCN1C(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1,1
XUFQPHANEAPEMJ-UHFFFAOYSA-P,NC(N)=[NH+]c1nc(CSCCC(N)=[NH+]S(N)(=O)=O)cs1,1
UDLDPIPQVZOCPK-FXAWDEMLSA-N,O=S(=O)(CCN1CC[C@@H](Cc2ccccc2)[C@H](O)C1)c1ccc(O)cc1,1
CHQOEHPMXSHGCL-NNVGYOCASA-N,O=C1N(Cc2ccccc2)[C@H]2[C@H](C[S+]3CCC[C@H]23)N1Cc1ccccc1,1
MUKRAIGNIIAMSO-UHFFFAOYSA-N,COc1ccc(NC(=O)Cn2cc(CCNS(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,1
DPKYAJVQQQPMFX-YTCJXQCFSA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cccc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,1
RMGICGFOXRNYOB-QGZVFWFLSA-N,CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(C#N)nc2Cl)CC1,1
YVITVABZYDPMHU-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,1
UURQFLKKSYYPEF-UHFFFAOYSA-N,O=C(O)c1ccc(CCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1
ZMTJXLBSJWMAHF-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1cnc[nH]1,1
AMCKQOXYWRBHRT-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)NCCc2cn(CC(=O)Nc3ccc(Cl)cc3)c3ccccc23)cc1,1
HSADFLSLBBDMSW-LLVKDONJSA-N,C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1noc(-c2cccc(Cl)c2)n1,1
UVNBMNWTGOQKQF-UHFFFAOYSA-N,COCCOCC#Cc1cc(-c2n[nH]c3c2Cc2ccc(Cn4cncn4)cc2-3)cs1,1
FFPXRAZWOIIMNJ-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC(C(=O)N2CCCC2)C1,1
DXDXQXHFSCYCGC-UHFFFAOYSA-N,O=C(NCC1(O)CCCCC1)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
UKTAZPQNNNJVKR-CEUNDQEZSA-N,O=C(OC1C[C@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,1
ANELXFZEUXIIJD-UHFFFAOYSA-N,CN(C)CC(O)Cn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,1
VQYHTDATYUEUAC-YAWCOSQYSA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccccc5F)C4)C[C@@H]3C(=O)O)c2c1,1
BWDQBBCUWLSASG-MDZDMXLPSA-N,O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,1
PCZOHLXUXFIOCF-YMDAJHBNSA-N,CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21,1
PCLLBFUYVTXKME-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ncc[nH]1,1
WIGFMKMFRGRSDE-UHFFFAOYSA-N,CC1(C)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2O1,1
OEVPZSJMMLLGBN-UHFFFAOYSA-N,c1ccc(-c2noc(CN3CCN(Cc4nc5ccccc5s4)CC3)n2)cc1,1
LWTPHINMYBPWKW-OAHLLOKOSA-N,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(C)n2)cc1,1
HGVUTNMCDMGTOE-UHFFFAOYSA-N,CN[C@H]1CC[C@@H](N2CCc3ccc(NC(=N)c4cccs4)cc32)CC1,1
BLZNLOLTHDUEOL-UHFFFAOYSA-N,N=C(Nc1ccc2c(c1)CCN2C1CCNCC1)c1cccs1,1
ZTOSZJPNPROTBL-UHFFFAOYSA-N,O=C1CCc2cc(C(O)CN3CCC(O)(c4cccc(F)c4)CC3)ccc2N1,1
SOMKGSRZWDCYHI-OAQYLSRUSA-N,CC(C)[C@@H]1c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)c(Cl)c3)n2CCN1C(=O)CN,1
BUPRVECGWBHCQV-UHFFFAOYSA-N,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN,1
UJYVIAFJOKZQLT-ZHACJKMWSA-N,Cc1[nH]c2ccccc2c1C1CCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,1
BPNUQXPIQBZCMR-IBGZPJMESA-N,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,1
DERFKFVMRCMNBB-CCEZHUSRSA-N,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,1
FHPIXVHJEIZKJW-UHFFFAOYSA-O,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[NH2+]CC1,1
OELXGRFKFSKGDI-UHFFFAOYSA-N,Cc1cn2ccn(CC3(c4ccc(C(F)(F)F)cc4)CC3)c(=O)c2n1,1
RCBBASWGELNHIE-NDEPHWFRSA-N,CC(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N(C)C(=O)c2ccc(-c4ccc(F)cc4)cn2)C3)CC1,1
XPBAUQRKCOGQBD-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCN(C(=O)N2CCCC2)CC1,1
FBLXDQZBLSCZPR-UHFFFAOYSA-N,O=C(NCc1nc2ccccc2[nH]1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
UEQUQVLFIPOEMF-SFHVURJKSA-O,C[NH+]1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,1
OCUGVNIZKXOPTO-VQHVLOKHSA-N,Cc1[nH]c2ccccc2c1CCN1CCc2cc(/C=C/C(=O)NO)ccc2C1,1
GLKFHODDQQHCAX-UHFFFAOYSA-N,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,1
CDODDYUNBWYGOC-CSKARUKUSA-N,O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)c(F)c1)NO,1
RYSVWVYAINXJCG-UHFFFAOYSA-N,CCOC(=O)N1CCN(Cc2nc(-c3cccc(Cl)c3)no2)CC1,1
ALMMUBAXVULMLF-GOSISDBHSA-N,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@@H](C)N1CCC(N(Cc2ccsc2)C(=O)CC#N)CC1,1
ZSCCDIZJMUBHJP-UHFFFAOYSA-N,CCN(CC)C(=O)C1CCCN(C(=O)CC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)C1,1
RGLFFOVIUUFFFB-UHFFFAOYSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CC3CC2CO3)c1,1
OZHSGHLFIJMSNI-UHFFFAOYSA-N,CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)c3)cc2)CC1,1
QQZPUNRRFIGWLK-UHFFFAOYSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCNCC2)c1,1
CUPLTRAPYIXFAX-UHFFFAOYSA-N,O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,1
RHWZYWPRZZGFHE-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2cc3cc(Cl)ccc3o2)c(OC)c1,1
MNMDMCKHXVHLAW-UHFFFAOYSA-N,C=CCc1ccccc1OC(C)C1=NCCN1,1
RWGFKKGYHOTXRZ-UHFFFAOYSA-N,CC1(C)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)cccc2O1,1
ZQYTURKIACTXPU-UHFFFAOYSA-N,O=C(c1ccncc1)N1CCC2(CCN(Cc3ccccc3OC(F)(F)C(F)F)CC2)CC1,1
QENXTKAMWKICNF-HNNXBMFYSA-N,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(C)(C)C,1
FSYLSIDSZSXSDO-UHFFFAOYSA-N,NCc1ccc(F)c(C2CCN(C(=O)c3cc(C(N)=O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,1
RWTNPBWLLIMQHL-LJAQVGFWSA-N,CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1
WCWUXEGQKLTGDX-LLVKDONJSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,1
OKRZBWWJVVVKHT-PMERELPUSA-N,Cc1nc(Oc2ccc(C(N)=O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,1
HXSAWRBPCYILHG-CYBMUJFWSA-N,COC[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,1
UIGPHCALDFFENP-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3c(O)cccc32)cc1,1
VEWUIZXHYJNEPF-WGARJPEWSA-N,Cc1ccc(S(=O)(=O)N/N=C/c2cn(CC(=O)Nc3ccccc3Cl)c3ccccc23)cc1,1
RIVHKFKXQNJYDP-PXNSSMCTSA-N,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)C1CCOCC1,1
OYZYVBKQMLQLPM-UHFFFAOYSA-N,NCC(=O)N1CCn2c(nc(-c3ccccc3)c2Nc2ccc3c(c2)OCO3)C1,1
XHYHAGAWIQDXFU-UHFFFAOYSA-N,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncn1)CC2,1
WACGNBTYNJLDBB-FYWRMAATSA-N,O=C(/C=C/c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)c(F)c1)NO,1
VZPCYGNNHOMJRA-JLHYYAGUSA-N,Cc1[nH]c2ccccc2c1CCN1CCCC1c1ccc(/C=C/C(=O)NO)cc1,1
XTKKCHSZIDZKRF-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1c[nH]c(=O)c(Cl)c1,1
DSLCRNMTGWECHB-FHZYATBESA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,1
YKYRALGUUUMXIK-UHFFFAOYSA-N,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)cc1-c1ccc(C(F)(F)F)nc1,1
CZKXFMKSBYYNMM-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccc(O)cc32)cc1,1
LLRNGFSFYHDPKW-IYXRBSQSSA-N,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CCC#N)CC1,1
QMEGWSCLBODMOW-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1)C(F)(F)F,1
YUUGYIUSCYNSQR-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,1
NNPLHKJFMDINKF-NDEPHWFRSA-N,CC(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N(C)C(=O)c2ccc(-c4ccccn4)cc2)C3)CC1,1
UQCSGPVPTAKSLE-UHFFFAOYSA-N,CN(CCCN1c2ccccc2CCc2ccccc21)C(=O)c1cc2cc(Cl)ccc2o1,1
UJAGUKYONYCFSM-UHFFFAOYSA-N,c1cncc(-c2ccc(-c3nnc(C4CN5CCC4CC5)o3)o2)c1,1
JQHKDYFLRJIBLX-UHFFFAOYSA-N,CC(C)(C)Oc1cccc2nc(N)nc(N)c12,1
HBUVPJCWKMCZHV-UHFFFAOYSA-N,Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)cc1-c1ccc(C(F)(F)F)nc1,1
GZBXTXQBJOIIGN-LDMUAYPXSA-N,CN=[S+](C)([O-])c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1,1
SWXMZPVNESUFKL-UHFFFAOYSA-N,CC(C)C(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
YCGIBRPJFAKJEZ-MWLCHTKSSA-N,Cc1ccc2c(n1)N1[C@H](C)CNC[C@H]1C2,1
QKKIWEILHCXECO-UHFFFAOYSA-N,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,1
VBHQKCBVWWUUKN-KZNAEPCWSA-O,COc1ccc(CCO[C@@H]2CCCC[C@H]2[NH+]2CC[C@@H](O)C2)cc1OC,1
NFEGRCPLFOJJLU-UHFFFAOYSA-N,NCC(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)c(F)c2)C1,1
HJXIESFCFQISSC-LLVKDONJSA-N,C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1nnc(-c2cccc(Cl)c2)o1,1
INDBQLZJXZLFIT-LLVKDONJSA-O,COc1cc(N[C@H](C)CCC[NH3+])c2ncccc2c1,1
YLNMKOAPZKIZAU-UHFFFAOYSA-N,CN1CCN(Cc2ccc3cc(-n4cnc5cc(-c6ccc(Cl)cc6)sc5c4=O)ccc3n2)CC1,1
IDXDHJWTWYCAHI-UHFFFAOYSA-N,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1(C)C,1
IPOBOOXFSRWSHL-INIZCTEOSA-O,c1ccc(C2(c3ccccc3)C[C@H]2C2=[NH+]CCN2)cc1,1
SABBBCPABFDZNM-XMMPIXPASA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N[C@H](CO)c1ccccc1,1
ACBPZQONZQVIAJ-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cc5c(cn4)OCCO5)CC3)c2n1,1
LMCXKYFBYKWNPT-UHFFFAOYSA-N,CC(=O)N1CCN(Cc2ccc3c(c2)CCC(N2CCN(CCc4ccc(F)cc4)CC2=O)C3)CC1,1
XEVJUIZOZCFECP-UHFFFAOYSA-N,CCN1CCN(c2ccc(C(C)(C)NC(=O)c3cc4[nH]c5ccccc5c(=O)c4cc3F)cn2)CC1,1
NXOSGVGDRMPYMU-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4ccc5c(c4)OCCO5)CC3)c2n1,1
OSVVTVLREDJKKV-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)[C@H]3CC[C@H](NCc4ccc5c(c4)OCCO5)CC3)c2c1,1
SABBBCPABFDZNM-DEOSSOPVSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N[C@@H](CO)c1ccccc1,1
WGKXWXIRWQTDIT-UHFFFAOYSA-N,Cc1nc2c(=O)n(CC3(c4ccccc4)CC3)ccn2c1Br,1
GMMHLRXVGDOCDA-UHFFFAOYSA-N,CCCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
DSZJLBHBEBATRS-UHFFFAOYSA-N,Cc1nccn1CC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccccc1,1
GCFQTXXNPYVOLQ-UHFFFAOYSA-N,CC(C)(C)C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,1
DJDFKPIUUFKRNI-UHFFFAOYSA-N,Cc1cccc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)c1,1
UTKUAUJCYKQTFS-UHFFFAOYSA-N,O=C(OCC1CCN(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)CC1)c1c2n(c3ccccc13)CCCO2,1
SDBLMAGBFSJKHB-OUKQBFOZSA-N,Cc1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,1
QENXTKAMWKICNF-OAHLLOKOSA-N,C[C@@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(C)(C)C,1
OJUHZLSHXORFTJ-UHFFFAOYSA-N,CN(CCC(=O)N1CCCC1)C(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
ULWWEFQRNUGZPN-VAWYXSNFSA-N,O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1)NO,1
ZLHZLMOSPGACSZ-NSHDSACASA-N,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,0
QWZHDOMIJYSQJZ-UHFFFAOYSA-N,c1ccc(-c2nnc(CN3CCN(Cc4nc5ccccc5s4)CC3)o2)cc1,1
LJRLAJVWAFFRLV-IAQYHMDHSA-N,C[C@@H]1CNC[C@H]2Cc3ccc(COCC4CC4)nc3N12,0
WLOBUUJURNEQCL-QGZVFWFLSA-O,C[NH2+]CCC[C@](C#N)(c1ccc(OC)c(OC)c1)C(C)C,0
QMHRLXNEGYTSRV-UHFFFAOYSA-N,CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,0
ILQPFWGPYWQTHJ-ACCUITESSA-N,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2F)C1,1
ROGAYXJGTZEBOA-UHFFFAOYSA-N,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)c(F)c3)n2CCN1C(=O)CN,0
GJFPMCIOZQKVHI-UHFFFAOYSA-N,CC1(C)NC(=O)Cn2c1nc(-c1ccc(F)cc1)c2Nc1ccc(F)c(Cl)c1,0
CQUMEMWAFGKJMA-UHFFFAOYSA-N,Cc1c(C(=O)NC2(c3noc(C(F)(F)F)n3)CC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0
ZATRYYVNXSDBII-UHFFFAOYSA-N,Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c(-c3ccccn3)c2Cl)c1,0
XQWLRVUWANJCSB-UHFFFAOYSA-N,Cc1cccc(NC(=NC#N)c2ccc(-c3ccc(Cl)cc3)o2)c1,0
NAYZSSQGIKJDGG-PMERELPUSA-N,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,0
VQGJOZLBMBECDD-UHFFFAOYSA-N,CCC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,0
FJAGYOZYOQUDEQ-HKBQPEDESA-N,CCc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,0
QYZOGCMHVIGURT-UHFFFAOYSA-N,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,0
GDQQUDANFRCFMF-FQEVSTJZSA-N,O=C([C@@H]1CCCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,0
VUTDWPBZQRKLRF-SANMLTNESA-N,CN(C(=O)c1ccc(-c2ccccn2)cc1)[C@H]1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1,1
NMZKSRUUENLYFV-DEOSSOPVSA-N,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccccn3)cc1)C2,1
VHKBTPQDHDSBSP-UHFFFAOYSA-N,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,0
KALSMXLQRKFVPO-GOSISDBHSA-N,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCC[C@@H]1CO,0
OXQNLLVUVDAEHC-OAQYLSRUSA-N,COc1ccc(-c2csc(NC(=O)[C@H]3CCCCN3S(=O)(=O)c3ccc(C)cc3)n2)cc1,0
AOJJSUZBOXZQNB-TZSSRYMLSA-O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,0
WYKRFGYHTDMMFI-UHFFFAOYSA-N,N#Cc1cccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)c1,0
MNODGVITNFISIZ-LLVKDONJSA-N,Nc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cccc2o1,0
UENKIJBSQWAMCX-UHFFFAOYSA-N,NCC(=O)N1CCn2c(nc(-c3cccc(F)c3)c2Nc2ccc(F)cc2)C1,0
LPBADDHUZIZZHC-UHFFFAOYSA-N,NCc1cccc(C2CCN(C(=O)c3cc(C(N)=O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,0
KGGDACGUSPXIPF-VGAJERRHSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CC2C[C@@H](O)CN2)c1,0
HXYLVVVEGCWIII-UHFFFAOYSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCOCC2)c1,0
ZNGNLXZBVWXEKM-GOSISDBHSA-N,O=C(Cc1cc(Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)n[nH]1)Nc1cccc(F)c1F,0
IRHNBISUJFEBRF-UHFFFAOYSA-N,CC1(C)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccncc3)CC4)cccc2O1,0
XLRANLHGLPKJGF-UHFFFAOYSA-N,CCOC(=O)N1CCN(Cc2noc(-c3cc(Cl)ccc3F)n2)CC1,0
HQFOXALTXMATRX-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC(C(=O)N2CCCC2)C1,0
VVBZENRWLAGILS-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc[n+]([O-])c1,0
IWQLUWIJBUWZLC-UHFFFAOYSA-N,CC(=O)NC1CCN(C(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)C1,0
JHYBPHVVKVPUAR-UHFFFAOYSA-N,CC(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,0
VNTWDOQRHBRZPF-UHFFFAOYSA-N,CC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(=O)[nH]c1,0
ORCCEUNUHQADKD-UHFFFAOYSA-N,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(=O)[nH]c1,0
QIMWBZROQBNRAN-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCOC(C(=O)N2CCCC2)C1,0
LLTORSDCOKMLEJ-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CC(N2CCS(=O)(=O)CC2)C1,0
ACHAGBFZZOHGJZ-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1c[nH]c(=O)c(Cl)c1,0
XWTMTWASFBCEMU-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(=O)[nH]c1,0
XBDMIZPXBXWGEP-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NS(=O)(=O)c1ccc(F)cc1,0
CTRFGUFUXSJXQG-HXUWFJFHSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CC[C@@H](O)C1,0
DHUWTHTVTADNHR-UHFFFAOYSA-N,O=C(O)CC(NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccccc1,0
SKMQRGIRPXXWFQ-UHFFFAOYSA-N,O=C(NCC1(O)CCCCC1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,0
JRAIDSQDLQLLFW-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC12CC3CC(CC(O)(C3)C1)C2,0
RTEBTDAJVQZWBC-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(C(=O)NCC2CCOCC2)n1,0
QYNQDAFXODBCAX-UHFFFAOYSA-N,CC1(C)Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ncccc3N)CC4)c2O1,0
NQHYTSQZQHHSNR-UHFFFAOYSA-N,CC1(C)CCc2cc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)ccc2O1,0
UZAQSDGSKBVQJM-UHFFFAOYSA-N,CCOC(=O)N1CCN(Cc2nnc(-c3cc(Cl)ccc3F)o2)CC1,0
PXVXEGDGVZWKNH-UHFFFAOYSA-N,CCOC(=O)N1CCN(Cc2nnc(-c3cccc(Cl)c3)o2)CC1,0
CNKRAVWROKIBKJ-UHFFFAOYSA-N,CN(Cc1nc2ccccc2c(=O)[nH]1)Cc1nnc(-c2ccccc2)o1,0
BUXRKQONBGINRO-UHFFFAOYSA-N,COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3cccc(F)c3)c2c1,0
YJAPXTJNXJHOJK-VWLOTQADSA-N,CN(C(=O)c1ccc(-c2ccc(F)cc2)nc1)[C@H]1CCc2cc(CN3CCNC(=O)C3)ccc2C1,0
FTVWIRXFELQLPI-ZDUSSCGKSA-N,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0
